user_id,username,university,enrollment_year,grade,register_date,credit_score,total_transactions,total_sales
U000159,user_90728,同济大学,2022,大三,2024-01-09,89,0,0
U000160,user_67091,东南大学,2023,大二,2024-06-30,77,0,0
U000161,user_52245,东南大学,2019,研二,2024-04-28,65,0,0
U000162,user_46559,天津大学,2021,大四,2023-01-13,89,0,0
U000163,user_84691,四川大学,2023,大二,2024-03-13,81,0,0
U000164,user_13761,华中科技大学,2020,研一,2021-09-08,91,0,0
U000165,user_37802,南京大学,2020,研一,2022-07-30,77,0,0
U000166,user_88139,哈尔滨工业大学,2020,研一,2023-10-14,60,0,0
U000167,user_77715,上海交通大学,2018,研三,2021-05-16,86,0,0
U000168,user_74038,中山大学,2019,研二,2023-07-16,90,0,0
U000169,user_94659,哈尔滨工业大学,2021,大四,2024-03-06,61,0,0
U000170,user_22196,浙江大学,2019,研二,2021-12-07,75,0,0
U000171,user_50135,西安交通大学,2022,大三,2023-09-13,90,0,0
U000172,user_82544,中山大学,2020,研一,2023-01-20,95,0,0
U000173,user_53357,南京大学,2023,大二,2024-04-20,77,0,0
U000174,user_50189,浙江大学,2019,研二,2020-05-05,72,0,0
U000175,user_51359,清华大学,2023,大二,2024-06-01,71,0,0
U000176,user_35105,上海交通大学,2023,大二,2024-05-05,77,0,0
U000177,user_87278,同济大学,2022,大三,2024-05-04,78,0,0
U000178,user_23176,东南大学,2019,研二,2021-04-29,74,0,0
U000179,user_57301,复旦大学,2020,研一,2020-09-29,94,0,0
U000180,user_26591,浙江大学,2018,研三,2019-04-12,95,0,0
U000181,user_48290,哈尔滨工业大学,2019,研二,2023-03-30,91,0,0
U000182,user_23446,东南大学,2018,研三,2021-11-08,90,0,0
U000183,user_72746,华中科技大学,2020,研一,2021-09-13,63,0,0
U000184,user_43092,东南大学,2021,大四,2022-04-22,64,0,0
U000185,user_62521,华中科技大学,2018,研三,2019-04-08,69,0,0
U000186,user_29555,同济大学,2022,大三,2023-07-09,65,0,0
U000187,user_42530,清华大学,2022,大三,2023-11-01,98,0,0
U000188,user_88135,同济大学,2022,大三,2023-04-20,93,0,0
U000189,user_59856,华中科技大学,2021,大四,2023-05-02,97,0,0
U000190,user_66207,浙江大学,2022,大三,2024-05-28,63,0,0
U000191,user_89905,哈尔滨工业大学,2018,研三,2020-12-30,100,0,0
U000192,user_37659,浙江大学,2023,大二,2023-10-12,70,0,0
U000193,user_41439,复旦大学,2022,大三,2022-11-16,70,0,0
U000194,user_10350,武汉大学,2021,大四,2024-04-20,78,0,0
U000195,user_14278,上海交通大学,2020,研一,2022-04-03,89,0,0
U000196,user_19329,西安交通大学,2019,研二,2021-02-23,100,0,0
U000197,user_87304,西安交通大学,2019,研二,2022-01-18,67,0,0
U000198,user_81376,上海交通大学,2023,大二,2023-11-16,77,0,0
U000199,user_28643,清华大学,2018,研三,2020-07-11,79,0,0
U000200,user_87993,哈尔滨工业大学,2022,大三,2023-06-23,88,0,0
U000201,user_26299,华中科技大学,2023,大二,2024-02-03,85,0,0
U000202,user_45683,中山大学,2022,大三,2024-01-19,88,0,0
U000203,user_20543,四川大学,2018,研三,2023-07-06,80,0,0
U000204,user_89129,浙江大学,2018,研三,2019-09-10,74,0,0
U000205,user_98381,东南大学,2022,大三,2024-04-24,61,0,0
U000206,user_98117,东南大学,2020,研一,2023-11-25,62,0,0
U000207,user_32962,华中科技大学,2022,大三,2024-06-29,88,0,0
U000208,user_46458,复旦大学,2022,大三,2023-11-21,100,0,0
U000209,user_74451,清华大学,2021,大四,2023-08-14,86,0,0
U000210,user_53687,南京大学,2023,大二,2023-10-24,70,0,0
U000211,user_53228,武汉大学,2023,大二,2024-05-11,78,0,0
U000212,user_96846,武汉大学,2022,大三,2022-10-08,89,0,0
U000213,user_21542,南京大学,2020,研一,2022-06-25,67,0,0
U000214,user_62976,东南大学,2022,大三,2022-09-02,94,0,0
U000215,user_70552,武汉大学,2018,研三,2020-10-08,93,0,0
U000216,user_57419,四川大学,2021,大四,2024-02-23,63,0,0
U000217,user_36680,浙江大学,2022,大三,2023-01-13,78,0,0
U000218,user_67424,天津大学,2023,大二,2024-05-06,67,0,0
U000219,user_13783,西安交通大学,2022,大三,2023-05-04,70,0,0
U000220,user_50730,中山大学,2018,研三,2023-03-30,65,0,0
U000221,user_39451,东南大学,2018,研三,2023-11-04,67,0,0
U000222,user_94896,东南大学,2019,研二,2022-06-17,78,0,0
U000223,user_76698,哈尔滨工业大学,2020,研一,2022-12-30,90,0,0
U000224,user_71894,上海交通大学,2021,大四,2022-06-24,84,0,0
U000225,user_34983,天津大学,2022,大三,2024-02-03,68,0,0
U000226,user_19150,浙江大学,2021,大四,2023-07-29,92,0,0
U000227,user_45018,东南大学,2018,研三,2021-11-02,79,0,0
U000228,user_86931,四川大学,2023,大二,2024-05-08,69,0,0
U000229,user_68529,中山大学,2021,大四,2023-08-08,81,0,0
U000230,user_82340,同济大学,2022,大三,2023-09-22,89,0,0
U000231,user_52176,东南大学,2019,研二,2023-07-30,75,0,0
U000232,user_84946,武汉大学,2019,研二,2024-06-19,86,0,0
U000233,user_15720,南京大学,2023,大二,2024-04-30,84,0,0
U000234,user_60604,西安交通大学,2023,大二,2023-11-17,91,0,0
U000235,user_14852,复旦大学,2022,大三,2024-04-27,81,0,0
U000236,user_23154,东南大学,2021,大四,2022-03-24,93,0,0
U000237,user_69890,北京大学,2023,大二,2023-11-13,86,0,0
U000238,user_95823,复旦大学,2018,研三,2023-12-07,76,0,0
U000239,user_54375,四川大学,2023,大二,2024-03-22,65,0,0
U000240,user_53065,东南大学,2023,大二,2024-05-31,84,0,0
U000241,user_51505,西安交通大学,2023,大二,2024-05-07,94,0,0
U000242,user_14705,四川大学,2018,研三,2021-04-19,100,0,0
U000243,user_99705,天津大学,2020,研一,2021-12-10,65,0,0
U000244,user_66881,清华大学,2023,大二,2023-10-22,88,0,0
U000245,user_31805,哈尔滨工业大学,2020,研一,2020-10-30,62,0,0
U000246,user_52516,同济大学,2018,研三,2021-12-15,82,0,0
U000247,user_59131,武汉大学,2019,研二,2021-01-13,93,0,0
U000248,user_64008,四川大学,2023,大二,2023-12-02,70,0,0
U000249,user_32946,清华大学,2022,大三,2023-09-27,99,0,0
U000250,user_99539,上海交通大学,2021,大四,2022-06-21,74,0,0
U000251,user_70443,西安交通大学,2020,研一,2023-03-31,76,0,0
U000252,user_97404,北京大学,2021,大四,2023-04-13,94,0,0
U000253,user_30706,清华大学,2021,大四,2023-08-09,97,0,0
U000254,user_49210,西安交通大学,2021,大四,2023-01-26,89,0,0
U000255,user_49599,上海交通大学,2021,大四,2024-05-17,66,0,0
U000256,user_41091,武汉大学,2022,大三,2023-09-03,96,0,0
U000257,user_48780,哈尔滨工业大学,2020,研一,2020-10-15,85,0,0
U000258,user_45976,北京大学,2022,大三,2022-10-21,98,0,0
U000259,user_75107,东南大学,2020,研一,2021-12-16,98,0,0
U000260,user_56179,上海交通大学,2023,大二,2023-12-07,99,0,0
U000261,user_42850,西安交通大学,2023,大二,2023-11-10,100,0,0
U000262,user_22735,天津大学,2023,大二,2023-09-21,79,0,0
U000263,user_67779,北京大学,2022,大三,2023-09-09,68,0,0
U000264,user_21813,天津大学,2020,研一,2022-07-02,86,0,0
U000265,user_33021,上海交通大学,2019,研二,2024-01-28,94,0,0
U000266,user_57953,中山大学,2022,大三,2023-06-07,70,0,0
U000267,user_43681,天津大学,2021,大四,2023-04-28,81,0,0
U000268,user_25095,华中科技大学,2018,研三,2020-03-30,74,0,0
U000269,user_98647,哈尔滨工业大学,2023,大二,2024-03-22,95,0,0
U000270,user_57942,清华大学,2021,大四,2021-09-29,76,0,0
U000271,user_80329,清华大学,2021,大四,2023-09-25,76,0,0
U000272,user_86619,武汉大学,2023,大二,2024-03-09,66,0,0
U000273,user_98452,上海交通大学,2021,大四,2021-10-22,99,0,0
U000274,user_83584,南京大学,2022,大三,2023-04-15,64,0,0
U000275,user_93283,东南大学,2021,大四,2023-05-12,86,0,0
U000276,user_25292,复旦大学,2018,研三,2019-01-31,79,0,0
U000277,user_74569,清华大学,2018,研三,2021-04-19,94,0,0
U000278,user_27781,武汉大学,2021,大四,2023-09-30,94,0,0
U000279,user_64935,四川大学,2023,大二,2023-11-19,86,0,0
U000280,user_95841,清华大学,2021,大四,2023-12-15,77,0,0
U000281,user_14288,哈尔滨工业大学,2020,研一,2021-11-19,88,0,0
U000282,user_68287,上海交通大学,2020,研一,2021-03-23,83,0,0
U000283,user_81364,天津大学,2023,大二,2024-03-02,63,0,0
U000284,user_62184,浙江大学,2019,研二,2020-05-08,89,0,0
U000285,user_22015,西安交通大学,2019,研二,2023-04-07,100,0,0
U000286,user_88269,北京大学,2018,研三,2022-05-29,75,0,0
U000287,user_26505,同济大学,2022,大三,2023-03-30,64,0,0
U000288,user_82641,上海交通大学,2022,大三,2023-04-10,74,0,0
U000289,user_53064,同济大学,2019,研二,2024-02-02,98,0,0
U000290,user_10371,浙江大学,2019,研二,2020-05-24,94,0,0
U000291,user_42853,同济大学,2019,研二,2020-04-13,61,0,0
U000292,user_27275,北京大学,2020,研一,2022-01-01,97,0,0
U000293,user_52437,北京大学,2019,研二,2021-02-25,63,0,0
U000294,user_26614,哈尔滨工业大学,2021,大四,2022-04-21,64,0,0
U000295,user_72422,华中科技大学,2020,研一,2023-07-19,97,0,0
U000296,user_24293,华中科技大学,2022,大三,2023-04-15,99,0,0
U000297,user_15683,哈尔滨工业大学,2023,大二,2024-05-24,79,0,0
U000298,user_70036,西安交通大学,2018,研三,2019-05-08,90,0,0
U000299,user_62640,武汉大学,2023,大二,2023-10-26,91,0,0
U000300,user_68138,清华大学,2018,研三,2022-04-12,98,0,0
U000301,user_29442,清华大学,2019,研二,2021-03-17,99,0,0
U000302,user_92978,四川大学,2022,大三,2023-07-30,84,0,0
U000303,user_88301,中山大学,2020,研一,2023-03-19,92,0,0
U000304,user_89354,武汉大学,2018,研三,2019-12-13,95,0,0
U000305,user_38183,武汉大学,2021,大四,2022-12-12,86,0,0
U000306,user_54424,东南大学,2021,大四,2023-11-26,86,0,0
U000307,user_22463,南京大学,2021,大四,2023-06-03,76,0,0
U000308,user_59060,复旦大学,2023,大二,2024-04-30,64,0,0
U000309,user_21957,东南大学,2018,研三,2019-09-17,87,0,0
U000310,user_22656,哈尔滨工业大学,2023,大二,2024-03-09,68,0,0
U000311,user_82924,北京大学,2022,大三,2024-03-29,95,0,0
U000312,user_53207,西安交通大学,2018,研三,2023-04-10,82,0,0
U000313,user_97207,同济大学,2021,大四,2021-12-15,78,0,0
U000314,user_88696,浙江大学,2020,研一,2021-04-01,96,0,0
U000315,user_76507,上海交通大学,2019,研二,2023-05-07,90,0,0
U000316,user_39392,东南大学,2018,研三,2022-08-05,95,0,0
U000317,user_58176,清华大学,2020,研一,2023-11-20,74,0,0
U000318,user_66244,东南大学,2022,大三,2024-05-29,99,0,0
U000319,user_98470,西安交通大学,2022,大三,2022-09-27,98,0,0
U000320,user_96223,东南大学,2023,大二,2024-01-15,61,0,0
U000321,user_33647,浙江大学,2023,大二,2024-02-06,81,0,0
U000322,user_56009,北京大学,2019,研二,2020-06-20,96,0,0
U000323,user_96159,武汉大学,2018,研三,2020-04-04,100,0,0
U000324,user_14018,清华大学,2023,大二,2024-05-29,73,0,0
U000325,user_59308,武汉大学,2021,大四,2023-07-31,70,0,0
U000326,user_58503,浙江大学,2023,大二,2024-02-14,96,0,0
U000327,user_88148,清华大学,2018,研三,2020-05-30,70,0,0
U000328,user_90981,北京大学,2023,大二,2023-10-12,77,0,0
U000329,user_68079,西安交通大学,2021,大四,2024-05-22,98,0,0
U000330,user_67939,武汉大学,2020,研一,2021-11-16,92,0,0
U000331,user_24918,南京大学,2021,大四,2022-04-16,78,0,0
U000332,user_98895,西安交通大学,2022,大三,2024-01-12,93,0,0
U000333,user_97442,浙江大学,2018,研三,2021-02-20,85,0,0
U000334,user_88554,北京大学,2018,研三,2020-12-16,79,0,0
U000335,user_37686,同济大学,2019,研二,2023-12-14,76,0,0
U000336,user_47938,南京大学,2018,研三,2018-10-02,91,0,0
U000337,user_66446,复旦大学,2019,研二,2021-10-18,94,0,0
U000338,user_40161,中山大学,2022,大三,2023-08-29,64,0,0
U000339,user_62044,东南大学,2023,大二,2023-09-22,87,0,0
U000340,user_12456,华中科技大学,2018,研三,2022-03-06,96,0,0
U000341,user_66267,四川大学,2021,大四,2024-01-04,78,0,0
U000342,user_25096,武汉大学,2018,研三,2022-04-23,70,0,0
U000343,user_91018,华中科技大学,2023,大二,2024-03-04,65,0,0
U000344,user_67240,东南大学,2018,研三,2021-05-24,87,0,0
U000345,user_87184,武汉大学,2022,大三,2022-11-20,85,0,0
U000346,user_50668,哈尔滨工业大学,2020,研一,2021-11-28,81,0,0
U000347,user_32037,清华大学,2022,大三,2024-06-10,67,0,0
U000348,user_79547,中山大学,2019,研二,2024-01-07,82,0,0
U000349,user_56019,哈尔滨工业大学,2023,大二,2023-11-15,75,0,0
U000350,user_23474,复旦大学,2020,研一,2021-10-10,71,0,0
U000351,user_88957,复旦大学,2023,大二,2023-10-09,71,0,0
U000352,user_92306,华中科技大学,2021,大四,2024-03-08,96,0,0
U000353,user_94278,西安交通大学,2022,大三,2023-07-28,100,0,0
U000354,user_51436,复旦大学,2021,大四,2022-01-18,90,0,0
U000355,user_67961,西安交通大学,2020,研一,2022-03-17,97,0,0
U000356,user_17362,南京大学,2022,大三,2022-11-15,79,0,0
U000357,user_70521,华中科技大学,2018,研三,2019-04-22,83,0,0
U000358,user_47627,清华大学,2023,大二,2023-10-17,99,0,0
U000359,user_87867,中山大学,2021,大四,2024-04-05,97,0,0
U000360,user_82655,同济大学,2023,大二,2023-09-22,88,0,0
U000361,user_84928,西安交通大学,2019,研二,2021-06-20,98,0,0
U000362,user_72341,中山大学,2019,研二,2020-01-05,88,0,0
U000363,user_23566,同济大学,2020,研一,2021-02-20,92,0,0
U000364,user_94689,复旦大学,2018,研三,2021-06-11,88,0,0
U000365,user_67595,中山大学,2022,大三,2024-05-17,70,0,0
U000366,user_57696,南京大学,2020,研一,2022-11-03,86,0,0
U000367,user_54350,西安交通大学,2022,大三,2022-10-24,100,0,0
U000368,user_94843,南京大学,2018,研三,2022-05-13,66,0,0
U000369,user_83133,西安交通大学,2021,大四,2023-04-05,76,0,0
U000370,user_96057,天津大学,2022,大三,2023-02-01,81,0,0
U000371,user_20682,四川大学,2023,大二,2023-11-12,82,0,0
U000372,user_50662,西安交通大学,2023,大二,2024-03-19,68,0,0
U000373,user_87993,哈尔滨工业大学,2018,研三,2022-02-20,95,0,0
U000374,user_59372,西安交通大学,2020,研一,2021-05-20,93,0,0
U000375,user_22249,西安交通大学,2023,大二,2024-04-04,92,0,0
U000376,user_57425,北京大学,2020,研一,2022-05-26,71,0,0
U000377,user_38074,南京大学,2021,大四,2022-09-29,74,0,0
U000378,user_28030,复旦大学,2018,研三,2021-12-25,66,0,0
U000379,user_76543,同济大学,2022,大三,2024-02-22,62,0,0
U000380,user_96760,南京大学,2022,大三,2023-01-13,98,0,0
U000381,user_59377,复旦大学,2019,研二,2020-09-05,99,0,0
U000382,user_31697,哈尔滨工业大学,2021,大四,2021-11-29,86,0,0
U000383,user_57749,西安交通大学,2023,大二,2023-12-31,88,0,0
U000384,user_90031,浙江大学,2023,大二,2024-04-17,74,0,0
U000385,user_79993,上海交通大学,2020,研一,2023-04-19,72,0,0
U000386,user_58213,西安交通大学,2022,大三,2023-11-26,89,0,0
U000387,user_46932,同济大学,2021,大四,2024-06-26,93,0,0
U000388,user_64874,复旦大学,2019,研二,2024-02-27,98,0,0
U000389,user_28140,东南大学,2020,研一,2020-12-16,90,0,0
U000390,user_58655,中山大学,2018,研三,2024-06-14,67,0,0
U000391,user_47363,清华大学,2019,研二,2021-03-12,88,0,0
U000392,user_77286,复旦大学,2021,大四,2022-03-07,74,0,0
U000393,user_69130,天津大学,2020,研一,2020-10-25,86,0,0
U000394,user_16980,武汉大学,2022,大三,2023-09-18,75,0,0
U000395,user_60615,清华大学,2020,研一,2021-12-04,61,0,0
U000396,user_51770,天津大学,2018,研三,2022-06-05,69,0,0
U000397,user_28035,北京大学,2020,研一,2023-04-26,68,0,0
U000398,user_71487,华中科技大学,2022,大三,2022-09-06,65,0,0
U000399,user_12490,浙江大学,2019,研二,2024-05-07,69,0,0
U000400,user_81932,哈尔滨工业大学,2022,大三,2024-02-23,87,0,0
U000401,user_24573,同济大学,2020,研一,2021-12-31,79,0,0
U000402,user_25970,北京大学,2019,研二,2022-01-07,100,0,0
U000403,user_91633,华中科技大学,2018,研三,2019-11-29,91,0,0
U000404,user_88215,中山大学,2018,研三,2024-06-11,96,0,0
U000405,user_41711,哈尔滨工业大学,2019,研二,2021-04-19,87,0,0
U000406,user_10205,四川大学,2020,研一,2022-01-06,96,0,0
U000407,user_64600,复旦大学,2023,大二,2023-10-14,93,0,0
